ObjectId,province,technology,capacity_mw,latitude,longitude,low_return_entry,conventional_6p5,strict_marginal,low_selected_capacity_mw,low_selected_h2_t_per_year,low_selected_npv_100m_cny,high_selected_capacity_mw,high_selected_h2_t_per_year
10359,Liaoning,solar PV,5.0,41.1796,122.0524,False,False,False,1.0,2.0820738693388385,-0.1809606351365586,1.0,2.0820738693388385
10361,Liaoning,solar PV,6.0,41.2417,121.9942,False,False,False,1.0,2.9886058151719515,-0.1744696098086912,1.0,2.9886058151719515
10362,Liaoning,solar PV,10.0,41.2417,121.9942,False,False,False,1.0,6.53167033193592,-0.1491397784699619,1.0,6.53167033193592
10364,Jilin,solar PV,7.7,43.0703,126.1481,False,False,False,1.0,3.7997633822004033,-0.1686843285881346,1.0,3.7997633822004033
10365,Sichuan,solar PV,2.9,26.586,101.7179,False,False,False,0.0008462967997457,0.0110567981154517,-8.666905928720303e-05,0.0008462967997457,0.0110567981154517
10366,Jiangsu,solar PV,8.0,34.897,116.839,False,False,False,1.0,0.0463443340262905,-0.1955603398319529,1.0,0.0463443340262905
10367,Jiangsu,solar PV,8.0,34.73,116.9329,False,False,False,1.0,0.0460633762705987,-0.1955623594586577,1.0,0.0460633762705987
10369,Jiangsu,solar PV,10.0,34.73,116.9329,False,False,False,1.0,0.3093173746205387,-0.1936705380322473,1.0,0.3093173746205387
1037,Guangxi,solar PV,50.0,23.1927,108.185,False,False,False,1.0,12.922951496066393,-0.103443334446686,1.0,12.922951496066393
10374,Shandong,solar PV,5.0,37.7949,120.8243,False,False,False,1.0,2.0658143308854657,-0.1810915643824268,1.0,2.0658143308854657
10377,Hebei,solar PV,3.0,37.3561,115.392,False,False,False,1.0,1.4979362003915595,-0.1851607299938254,1.0,1.4979362003915595
1038,Guangxi,solar PV,150.0,21.54,108.1162,False,False,False,1.0,17.40440767885545,-0.072396760131449,1.0,17.40440767885545
10380,Gansu,solar PV,9.0,40.0662,94.5023,False,False,False,1.0,20.81051150947941,-0.0513763871360081,1.0,20.81051150947941
10382,Gansu,solar PV,9.0,39.5785,98.8123,False,False,False,1.0,18.99287847494389,-0.0626325138475813,1.0,18.99287847494389
10384,Gansu,solar PV,10.0,40.118,94.488,False,False,False,1.0,21.701403850711262,-0.0458409162847678,1.0,21.701403850711262
