resource_branch,scenario_id,terminal_h2_price_2060_real_cny_per_kg,price_path_shape,learning_case,scope,cohort_count,retain_low_return_count,reach_colocated_6p5_count,reach_independent_h2_8_count,raw_npv_colocated_6p5_pass_count,raw_npv_independent_h2_8_pass_count,retain_low_return_share,reach_colocated_6p5_share,reach_independent_h2_8_share,npv_low_total_100m_cny,npv_colocated_6p5_total_100m_cny,capacity_gw,capex_100m_cny,h2_mt_per_year
curtailment_only,curtailment_only_P22_linear_life_only,22.0,linear,life_only,all_low_return_admissions,1889,1171,354,270,354,270,0.6199047114875595,0.18740074113287453,0.142932768660667,229.24786635170642,-47.38683680808034,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P22_linear_life_only,22.0,linear,life_only,strict_marginal_vs_6p5,741,45,0,0,0,0,0.06072874493927125,0.0,0.0,-31.1652342522323,-48.66078878040887,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P22_linear_stack_cost_only,22.0,linear,stack_cost_only,all_low_return_admissions,1889,1219,378,283,378,283,0.6453149814716781,0.20010587612493383,0.1498147167813658,258.5190867598417,-39.03013555418974,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P22_linear_stack_cost_only,22.0,linear,stack_cost_only,strict_marginal_vs_6p5,741,75,0,0,0,0,0.10121457489878542,0.0,0.0,-26.43656392676307,-47.71759396572853,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P22_linear_combined,22.0,linear,combined,all_low_return_admissions,1889,1227,470,304,470,304,0.6495500264690313,0.24880889359449443,0.16093170989941769,314.2742007329697,-26.0321103717961,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P22_linear_combined,22.0,linear,combined,strict_marginal_vs_6p5,741,79,0,0,0,0,0.10661268556005399,0.0,0.0,-24.785670286938796,-47.4005456894409,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P22_back_loaded_none,22.0,back_loaded,none,all_low_return_admissions,1889,1299,597,350,597,350,0.6876654314452091,0.31604023292747485,0.185283218634198,329.8496256368527,-1.5161090758008338,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P22_back_loaded_none,22.0,back_loaded,none,strict_marginal_vs_6p5,741,151,0,0,0,0,0.203778677462888,0.0,0.0,-12.79555786213308,-40.17765499963341,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P22_back_loaded_energy_only,22.0,back_loaded,energy_only,all_low_return_admissions,1889,1307,647,374,647,374,0.6919004764425623,0.3425092641609317,0.19798835362625727,387.2020463488834,11.89126072411983,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P22_back_loaded_energy_only,22.0,back_loaded,energy_only,strict_marginal_vs_6p5,741,159,0,0,0,0,0.2145748987854251,0.0,0.0,-11.132285889329454,-39.858078016267996,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P22_back_loaded_life_only,22.0,back_loaded,life_only,all_low_return_admissions,1889,1299,597,350,597,350,0.6876654314452091,0.31604023292747485,0.185283218634198,329.8496256368527,-1.5161090758008338,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P22_back_loaded_life_only,22.0,back_loaded,life_only,strict_marginal_vs_6p5,741,151,0,0,0,0,0.203778677462888,0.0,0.0,-12.79555786213308,-40.17765499963341,1.996362631393401,143.7381094603249,0.05942821624515723
